pair,dataset,family,fold,action,scope,predictor,n,positive,positive_rate,ROC_AUC,AP,log_loss,NA_reason
small,obqa,semantic,1,A,all,FFR_E0,693,41,0.05916305916305916,0.6334355828220859,0.11820239983404959,0.2192187425753608,
small,obqa,semantic,1,A,all,constant_flip_rate,693,41,0.05916305916305916,0.5,0.05916305916305916,0.22592085673920792,
small,obqa,semantic,1,A,both_R_and_action_valid_diagnostic_only,FFR_E0,627,14,0.022328548644338118,0.45245863435096706,0.024670086108185538,0.1332997051820292,
small,obqa,semantic,1,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,627,14,0.022328548644338118,0.5,0.022328548644338118,0.13162776732899176,
small,obqa,semantic,2,T,all,FFR_E0,693,302,0.4357864357864358,0.565446045968056,0.48371979127228926,0.6825476926377879,
small,obqa,semantic,2,T,all,constant_flip_rate,693,302,0.4357864357864358,0.5,0.4357864357864358,0.685972326832741,
small,obqa,semantic,2,T,both_R_and_action_valid_diagnostic_only,FFR_E0,637,253,0.39717425431711145,0.562304430171278,0.43774163778035247,0.6778495480135563,
small,obqa,semantic,2,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,637,253,0.39717425431711145,0.5,0.39717425431711145,0.6796365007528272,
small,obqa,semantic,2,C,all,FFR_E0,693,309,0.4458874458874459,0.5499932578209277,0.49809995760596737,0.6891494719140213,
small,obqa,semantic,2,C,all,constant_flip_rate,693,309,0.4458874458874459,0.5,0.4458874458874459,0.689517041557687,
small,obqa,semantic,2,C,both_R_and_action_valid_diagnostic_only,FFR_E0,673,289,0.4294205052005943,0.5370080017301038,0.47327273102391065,0.6911924025056155,
small,obqa,semantic,2,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,673,289,0.4294205052005943,0.5,0.4294205052005943,0.6881504458565029,
small,obqa,semantic,2,A,all,FFR_E0,693,48,0.06926406926406926,0.6301679586563307,0.11766690529044244,0.24481789059920467,
small,obqa,semantic,2,A,all,constant_flip_rate,693,48,0.06926406926406926,0.5,0.06926406926406926,0.2517311543086504,
small,obqa,semantic,2,A,both_R_and_action_valid_diagnostic_only,FFR_E0,632,5,0.007911392405063292,0.5138755980861245,0.010037721974307433,0.09171103795613836,
small,obqa,semantic,2,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,632,5,0.007911392405063292,0.5,0.007911392405063292,0.09231009928079419,
small,obqa,semantic,3,T,all,FFR_E0,693,319,0.4603174603174603,0.5286406383585068,0.4797605684038335,0.6924272975666855,
small,obqa,semantic,3,T,all,constant_flip_rate,693,319,0.4603174603174603,0.5,0.4603174603174603,0.6901042144782181,
small,obqa,semantic,3,T,both_R_and_action_valid_diagnostic_only,FFR_E0,623,264,0.42375601926163725,0.5256816071579303,0.43437077950556036,0.6846949643167974,
small,obqa,semantic,3,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,623,264,0.42375601926163725,0.5,0.42375601926163725,0.6832013181654522,
small,obqa,semantic,3,C,all,FFR_E0,693,326,0.4704184704184704,0.5576804132328111,0.5314473384900952,0.6891053723533074,
small,obqa,semantic,3,C,all,constant_flip_rate,693,326,0.4704184704184704,0.5,0.4704184704184704,0.6914108159320522,
small,obqa,semantic,3,C,both_R_and_action_valid_diagnostic_only,FFR_E0,654,287,0.43883792048929665,0.5291230335425191,0.4584584006221371,0.6938721719089586,
small,obqa,semantic,3,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,654,287,0.43883792048929665,0.5,0.43883792048929665,0.688013745370878,
small,obqa,semantic,3,A,all,FFR_E0,693,51,0.0735930735930736,0.5951682853826888,0.10796746692872963,0.260671701863115,
small,obqa,semantic,3,A,all,constant_flip_rate,693,51,0.0735930735930736,0.5,0.0735930735930736,0.26306259390518366,
small,obqa,semantic,3,A,both_R_and_action_valid_diagnostic_only,FFR_E0,620,17,0.027419354838709678,0.4832699248853771,0.02979118922584631,0.14338780529676176,
small,obqa,semantic,3,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,620,17,0.027419354838709678,0.5,0.027419354838709678,0.14230230401542823,
small,obqa,semantic,4,T,all,FFR_E0,693,327,0.47186147186147187,0.5488711752811618,0.5311902831291845,0.6892719100754852,
small,obqa,semantic,4,T,all,constant_flip_rate,693,327,0.47186147186147187,0.5,0.47186147186147187,0.6925209984453617,
small,obqa,semantic,4,T,both_R_and_action_valid_diagnostic_only,FFR_E0,635,273,0.42992125984251967,0.5300022261348227,0.47909320320577364,0.68524735640509,
small,obqa,semantic,4,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,635,273,0.42992125984251967,0.5,0.42992125984251967,0.6841139931894059,
small,obqa,semantic,4,C,all,FFR_E0,693,330,0.47619047619047616,0.5436179981634527,0.5326691638325562,0.6912795908811594,
small,obqa,semantic,4,C,all,constant_flip_rate,693,330,0.47619047619047616,0.5,0.47619047619047616,0.6920535667522407,
small,obqa,semantic,4,C,both_R_and_action_valid_diagnostic_only,FFR_E0,663,300,0.45248868778280543,0.5215335169880624,0.48196354304943334,0.6944114463366836,
small,obqa,semantic,4,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,663,300,0.45248868778280543,0.5,0.45248868778280543,0.6893668270759333,
small,obqa,semantic,4,A,all,FFR_E0,693,41,0.05916305916305916,0.6401690857399371,0.10792757467915393,0.21864777910298352,
small,obqa,semantic,4,A,all,constant_flip_rate,693,41,0.05916305916305916,0.5,0.05916305916305916,0.22592085673920792,
small,obqa,semantic,4,A,both_R_and_action_valid_diagnostic_only,FFR_E0,633,10,0.01579778830963665,0.49341894060995184,0.02057780011004978,0.11368960810292984,
small,obqa,semantic,4,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,633,10,0.01579778830963665,0.5,0.01579778830963665,0.11490959843018916,
small,arc,word,pooled,T,all,FFR_E0,1119,578,0.516532618409294,0.47659083204881386,0.49373625438444385,0.7052257170703722,
small,arc,word,pooled,T,all,constant_flip_rate,1119,578,0.516532618409294,0.4577803503700056,0.4928980720401927,0.6942613631893204,
small,arc,word,pooled,T,both_R_and_action_valid_diagnostic_only,FFR_E0,923,422,0.457204767063922,0.46181097520598613,0.4211104899975383,0.7121599810225515,
small,arc,word,pooled,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,923,422,0.457204767063922,0.4591669741086547,0.43643460723199917,0.6981833018015731,
small,arc,word,pooled,C,all,FFR_E0,1119,615,0.5495978552278821,0.5772357723577236,0.6136948669964977,0.6793950987355566,
small,arc,word,pooled,C,all,constant_flip_rate,1119,615,0.5495978552278821,0.46430184539940633,0.5288973909433072,0.689342613310364,
small,arc,word,pooled,C,both_R_and_action_valid_diagnostic_only,FFR_E0,1006,504,0.5009940357852882,0.561990134699298,0.5572452305111482,0.6931513139727601,
small,arc,word,pooled,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,1006,504,0.5009940357852882,0.46452088471510783,0.47970701104558927,0.6990068283431216,
small,arc,word,pooled,A,all,FFR_E0,1119,140,0.12511170688114387,0.5764117904567343,0.15381891011661764,0.37396410415148107,
small,arc,word,pooled,A,all,constant_flip_rate,1119,140,0.12511170688114387,0.4445060557420108,0.11184387332388973,0.3782375012789768,
small,arc,word,pooled,A,both_R_and_action_valid_diagnostic_only,FFR_E0,907,31,0.034178610804851156,0.5066651936956842,0.03476958751655149,0.20102065548272322,
small,arc,word,pooled,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,907,31,0.034178610804851156,0.4211408160259243,0.031327958254445565,0.2008474895165483,
small,arc,word,0,T,all,FFR_E0,224,125,0.5580357142857143,0.49721212121212127,0.5705662840183635,0.6966237458901723,
small,arc,word,0,T,all,constant_flip_rate,224,125,0.5580357142857143,0.5,0.5580357142857143,0.6917960664397154,
small,arc,word,0,T,both_R_and_action_valid_diagnostic_only,FFR_E0,182,92,0.5054945054945055,0.48248792270531404,0.49872009518388755,0.7017332684301819,
small,arc,word,0,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,182,92,0.5054945054945055,0.5,0.5054945054945055,0.6930876472230314,
small,arc,word,0,C,all,FFR_E0,224,114,0.5089285714285714,0.5543062200956939,0.5449610366922594,0.6969245511348378,
small,arc,word,0,C,all,constant_flip_rate,224,114,0.5089285714285714,0.5,0.5089285714285714,0.6982000774425013,
small,arc,word,0,C,both_R_and_action_valid_diagnostic_only,FFR_E0,202,92,0.45544554455445546,0.5526679841897234,0.5003120664205344,0.7094816726095521,
small,arc,word,0,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,202,92,0.45544554455445546,0.5,0.45544554455445546,0.7110496523214876,
small,arc,word,0,A,all,FFR_E0,224,26,0.11607142857142858,0.5448717948717949,0.13906891592430293,0.3595575274047519,
small,arc,word,0,A,all,constant_flip_rate,224,26,0.11607142857142858,0.5,0.11607142857142858,0.35961372128148605,
small,arc,word,0,A,both_R_and_action_valid_diagnostic_only,FFR_E0,182,5,0.027472527472527472,0.3401129943502825,0.023547699618403053,0.19491863731516587,
small,arc,word,0,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,182,5,0.027472527472527472,0.5,0.027472527472527472,0.1891160602331142,
small,arc,word,1,T,all,FFR_E0,224,115,0.5133928571428571,0.49222177901874753,0.5116396335845501,0.702014322364691,
small,arc,word,1,T,all,constant_flip_rate,224,115,0.5133928571428571,0.5,0.5133928571428571,0.692819252477869,
small,arc,word,1,T,both_R_and_action_valid_diagnostic_only,FFR_E0,184,82,0.44565217391304346,0.47226207556193206,0.42057357792322564,0.7084238871171228,
small,arc,word,1,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,184,82,0.44565217391304346,0.5,0.44565217391304346,0.697513781122842,
small,arc,word,1,C,all,FFR_E0,224,123,0.5491071428571429,0.594703372776302,0.6721887052497088,0.6741696238202755,
small,arc,word,1,C,all,constant_flip_rate,224,123,0.5491071428571429,0.5,0.5491071428571429,0.6883171339660658,
small,arc,word,1,C,both_R_and_action_valid_diagnostic_only,FFR_E0,200,99,0.495,0.5494549454945494,0.591344000456359,0.6940386078508856,
small,arc,word,1,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,200,99,0.495,0.5,0.495,0.699113789828088,
small,arc,word,1,A,all,FFR_E0,224,21,0.09375,0.6666666666666666,0.14328784711364478,0.31188555444933524,
small,arc,word,1,A,all,constant_flip_rate,224,21,0.09375,0.5,0.09375,0.3184551693796074,
small,arc,word,1,A,both_R_and_action_valid_diagnostic_only,FFR_E0,187,6,0.03208556149732621,0.7569060773480663,0.07853260577388313,0.19760752999231862,
small,arc,word,1,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,187,6,0.03208556149732621,0.5,0.03208556149732621,0.202832557249017,
small,arc,word,2,T,all,FFR_E0,224,125,0.5580357142857143,0.4395959595959596,0.5079365624608886,0.7070383468950789,
small,arc,word,2,T,all,constant_flip_rate,224,125,0.5580357142857143,0.5,0.5580357142857143,0.6917960664397154,
small,arc,word,2,T,both_R_and_action_valid_diagnostic_only,FFR_E0,176,88,0.5,0.42213326446280985,0.4385702857990421,0.7141658698009122,
small,arc,word,2,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,176,88,0.5,0.5,0.5,0.6932227144944894,
small,arc,word,2,C,all,FFR_E0,224,134,0.5982142857142857,0.6157545605306799,0.6989645027469924,0.6639433834778501,
small,arc,word,2,C,all,constant_flip_rate,224,134,0.5982142857142857,0.5,0.5982142857142857,0.6812248261389167,
small,arc,word,2,C,both_R_and_action_valid_diagnostic_only,FFR_E0,197,107,0.5431472081218274,0.6080996884735203,0.6467255973493977,0.6740944525926346,
small,arc,word,2,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,197,107,0.5431472081218274,0.5,0.5431472081218274,0.6894849591601614,
small,arc,word,2,A,all,FFR_E0,224,35,0.15625,0.5333333333333333,0.18497889848590804,0.4397881294224112,
small,arc,word,2,A,all,constant_flip_rate,224,35,0.15625,0.5,0.15625,0.4401146158299668,
small,arc,word,2,A,both_R_and_action_valid_diagnostic_only,FFR_E0,174,9,0.05172413793103448,0.496969696969697,0.058215549173793124,0.22994834655599602,
small,arc,word,2,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,174,9,0.05172413793103448,0.5,0.05172413793103448,0.22917383808810943,
small,arc,word,3,T,all,FFR_E0,224,111,0.4955357142857143,0.5204496531930161,0.4947332034644323,0.7004699759954792,
small,arc,word,3,T,all,constant_flip_rate,224,111,0.4955357142857143,0.5,0.4955357142857143,0.6944868044266829,
small,arc,word,3,T,both_R_and_action_valid_diagnostic_only,FFR_E0,188,80,0.425531914893617,0.5011574074074073,0.4175484818826648,0.7082875849376941,
small,arc,word,3,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,188,80,0.425531914893617,0.5,0.425531914893617,0.700591560102803,
small,arc,word,3,C,all,FFR_E0,224,127,0.5669642857142857,0.5648997483561977,0.6259897141804833,0.6755834407827737,
small,arc,word,3,C,all,constant_flip_rate,224,127,0.5669642857142857,0.5,0.5669642857142857,0.6851052560816348,
small,arc,word,3,C,both_R_and_action_valid_diagnostic_only,FFR_E0,204,108,0.5294117647058824,0.5484182098765432,0.5739368967085161,0.6879676202606229,
small,arc,word,3,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,204,108,0.5294117647058824,0.5,0.5294117647058824,0.6919211220266737,
small,arc,word,3,A,all,FFR_E0,224,32,0.14285714285714285,0.5880533854166667,0.18914800739994653,0.40723303310185965,
small,arc,word,3,A,all,constant_flip_rate,224,32,0.14285714285714285,0.5,0.14285714285714285,0.41232361575647847,
small,arc,word,3,A,both_R_and_action_valid_diagnostic_only,FFR_E0,184,10,0.05434782608695652,0.5114942528735632,0.06023700505761584,0.2386350091263374,
small,arc,word,3,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,184,10,0.05434782608695652,0.5,0.05434782608695652,0.23653552536251649,
small,arc,word,4,T,all,FFR_E0,223,102,0.45739910313901344,0.45495057527143096,0.44595376441442136,0.720048366749651,
small,arc,word,4,T,all,constant_flip_rate,223,102,0.45739910313901344,0.5,0.45739910313901344,0.700436192364294,
small,arc,word,4,T,both_R_and_action_valid_diagnostic_only,FFR_E0,193,80,0.41450777202072536,0.44800884955752207,0.39257712355413316,0.7274971675996076,
small,arc,word,4,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,193,80,0.41450777202072536,0.5,0.41450777202072536,0.7058046061725399,
small,arc,word,4,C,all,FFR_E0,223,117,0.5246636771300448,0.5680535397516528,0.5673896302174186,0.6863857025146314,
small,arc,word,4,C,all,constant_flip_rate,223,117,0.5246636771300448,0.5,0.5246636771300448,0.6938860561496623,
small,arc,word,4,C,both_R_and_action_valid_diagnostic_only,FFR_E0,203,98,0.4827586206896552,0.5579203109815354,0.5249763404564401,0.699730052834355,
small,arc,word,4,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,203,98,0.4827586206896552,0.5,0.4827586206896552,0.7032789937469406,
small,arc,word,4,A,all,FFR_E0,223,26,0.11659192825112108,0.6556032799687622,0.19893630383724553,0.35125489598544923,
small,arc,word,4,A,all,constant_flip_rate,223,26,0.11659192825112108,0.5,0.11659192825112108,0.3606016526803872,
small,arc,word,4,A,both_R_and_action_valid_diagnostic_only,FFR_E0,180,1,0.005555555555555556,0.7597765363128491,0.022727272727272728,0.14432266912731542,
small,arc,word,4,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,180,1,0.005555555555555556,0.5,0.005555555555555556,0.14678376294156834,
small,arc,semantic,pooled,T,all,FFR_E0,1119,578,0.516532618409294,0.5098369672975203,0.508713284293498,0.6953448512080705,
small,arc,semantic,pooled,T,all,constant_flip_rate,1119,578,0.516532618409294,0.4577803503700056,0.4928980720401927,0.6942613631893204,
small,arc,semantic,pooled,T,both_R_and_action_valid_diagnostic_only,FFR_E0,923,422,0.457204767063922,0.5012676069661625,0.44336239656796184,0.7008187440623211,
small,arc,semantic,pooled,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,923,422,0.457204767063922,0.4591669741086547,0.43643460723199917,0.6981833018015731,
small,arc,semantic,pooled,C,all,FFR_E0,1119,615,0.5495978552278821,0.5902503548845013,0.6354863242666384,0.6756399173209255,
small,arc,semantic,pooled,C,all,constant_flip_rate,1119,615,0.5495978552278821,0.46430184539940633,0.5288973909433072,0.689342613310364,
small,arc,semantic,pooled,C,both_R_and_action_valid_diagnostic_only,FFR_E0,1006,504,0.5009940357852882,0.5634446341617656,0.557116286166744,0.6926349356312095,
small,arc,semantic,pooled,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,1006,504,0.5009940357852882,0.46452088471510783,0.47970701104558927,0.6990068283431216,
small,arc,semantic,pooled,A,all,FFR_E0,1119,140,0.12511170688114387,0.5640960163432074,0.14535697160053435,0.3740694204585081,
small,arc,semantic,pooled,A,all,constant_flip_rate,1119,140,0.12511170688114387,0.4445060557420108,0.11184387332388973,0.3782375012789768,
small,arc,semantic,pooled,A,both_R_and_action_valid_diagnostic_only,FFR_E0,907,31,0.034178610804851156,0.5224996317572543,0.03891480395845402,0.19949752592902914,
small,arc,semantic,pooled,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,907,31,0.034178610804851156,0.4211408160259243,0.031327958254445565,0.2008474895165483,
small,arc,semantic,0,T,all,FFR_E0,224,125,0.5580357142857143,0.4927676767676768,0.5442432015360366,0.6971430177082459,
small,arc,semantic,0,T,all,constant_flip_rate,224,125,0.5580357142857143,0.5,0.5580357142857143,0.6917960664397154,
small,arc,semantic,0,T,both_R_and_action_valid_diagnostic_only,FFR_E0,182,92,0.5054945054945055,0.47814009661835755,0.48921852807825517,0.7007688690758286,
small,arc,semantic,0,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,182,92,0.5054945054945055,0.5,0.5054945054945055,0.6930876472230314,
small,arc,semantic,0,C,all,FFR_E0,224,114,0.5089285714285714,0.549920255183413,0.5861851077232443,0.6957950360425664,
small,arc,semantic,0,C,all,constant_flip_rate,224,114,0.5089285714285714,0.5,0.5089285714285714,0.6982000774425013,
small,arc,semantic,0,C,both_R_and_action_valid_diagnostic_only,FFR_E0,202,92,0.45544554455445546,0.524407114624506,0.5030644308772351,0.7152208998786548,
small,arc,semantic,0,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,202,92,0.45544554455445546,0.5,0.45544554455445546,0.7110496523214876,
small,arc,semantic,0,A,all,FFR_E0,224,26,0.11607142857142858,0.5938228438228438,0.14629440521576276,0.35444914265263533,
small,arc,semantic,0,A,all,constant_flip_rate,224,26,0.11607142857142858,0.5,0.11607142857142858,0.35961372128148605,
small,arc,semantic,0,A,both_R_and_action_valid_diagnostic_only,FFR_E0,182,5,0.027472527472527472,0.4090395480225989,0.030672079852077164,0.18814133367076982,
small,arc,semantic,0,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,182,5,0.027472527472527472,0.5,0.027472527472527472,0.1891160602331142,
small,arc,semantic,1,T,all,FFR_E0,224,115,0.5133928571428571,0.49118468288791384,0.501179875358654,0.6991281622759266,
small,arc,semantic,1,T,all,constant_flip_rate,224,115,0.5133928571428571,0.5,0.5133928571428571,0.692819252477869,
small,arc,semantic,1,T,both_R_and_action_valid_diagnostic_only,FFR_E0,184,82,0.44565217391304346,0.4925872788139646,0.43797223354175585,0.7027974822574774,
small,arc,semantic,1,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,184,82,0.44565217391304346,0.5,0.44565217391304346,0.697513781122842,
small,arc,semantic,1,C,all,FFR_E0,224,123,0.5491071428571429,0.5509136279481607,0.577510203882498,0.6868658117220895,
small,arc,semantic,1,C,all,constant_flip_rate,224,123,0.5491071428571429,0.5,0.5491071428571429,0.6883171339660658,
small,arc,semantic,1,C,both_R_and_action_valid_diagnostic_only,FFR_E0,200,99,0.495,0.5214521452145214,0.4955425327892978,0.7058981961643007,
small,arc,semantic,1,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,200,99,0.495,0.5,0.495,0.699113789828088,
small,arc,semantic,1,A,all,FFR_E0,224,21,0.09375,0.5249824067558058,0.09977688462948409,0.32137698149802674,
small,arc,semantic,1,A,all,constant_flip_rate,224,21,0.09375,0.5,0.09375,0.3184551693796074,
small,arc,semantic,1,A,both_R_and_action_valid_diagnostic_only,FFR_E0,187,6,0.03208556149732621,0.6160220994475138,0.045505997270703154,0.20451774453138896,
small,arc,semantic,1,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,187,6,0.03208556149732621,0.5,0.03208556149732621,0.202832557249017,
small,arc,semantic,2,T,all,FFR_E0,224,125,0.5580357142857143,0.5511919191919192,0.5992357192272039,0.6861165244419125,
small,arc,semantic,2,T,all,constant_flip_rate,224,125,0.5580357142857143,0.5,0.5580357142857143,0.6917960664397154,
small,arc,semantic,2,T,both_R_and_action_valid_diagnostic_only,FFR_E0,176,88,0.5,0.5397727272727273,0.5387015530806196,0.6889257440697851,
small,arc,semantic,2,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,176,88,0.5,0.5,0.5,0.6932227144944894,
small,arc,semantic,2,C,all,FFR_E0,224,134,0.5982142857142857,0.6723880597014926,0.7413267496331652,0.6498319658410231,
small,arc,semantic,2,C,all,constant_flip_rate,224,134,0.5982142857142857,0.5,0.5982142857142857,0.6812248261389167,
small,arc,semantic,2,C,both_R_and_action_valid_diagnostic_only,FFR_E0,197,107,0.5431472081218274,0.6433021806853582,0.6562772348704362,0.6658076086900734,
small,arc,semantic,2,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,197,107,0.5431472081218274,0.5,0.5431472081218274,0.6894849591601614,
small,arc,semantic,2,A,all,FFR_E0,224,35,0.15625,0.579440665154951,0.221559261648551,0.4324606822690153,
small,arc,semantic,2,A,all,constant_flip_rate,224,35,0.15625,0.5,0.15625,0.4401146158299668,
small,arc,semantic,2,A,both_R_and_action_valid_diagnostic_only,FFR_E0,174,9,0.05172413793103448,0.602020202020202,0.10143099712851758,0.2247750052187432,
small,arc,semantic,2,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,174,9,0.05172413793103448,0.5,0.05172413793103448,0.22917383808810943,
small,arc,semantic,3,T,all,FFR_E0,224,111,0.4955357142857143,0.516861994738101,0.4963025505625961,0.6971225493183487,
small,arc,semantic,3,T,all,constant_flip_rate,224,111,0.4955357142857143,0.5,0.4955357142857143,0.6944868044266829,
small,arc,semantic,3,T,both_R_and_action_valid_diagnostic_only,FFR_E0,188,80,0.425531914893617,0.4946759259259259,0.40993626742651,0.7085548174831503,
small,arc,semantic,3,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,188,80,0.425531914893617,0.5,0.425531914893617,0.700591560102803,
small,arc,semantic,3,C,all,FFR_E0,224,127,0.5669642857142857,0.6259436642584625,0.7003546939364174,0.6660321534918648,
small,arc,semantic,3,C,all,constant_flip_rate,224,127,0.5669642857142857,0.5,0.5669642857142857,0.6851052560816348,
small,arc,semantic,3,C,both_R_and_action_valid_diagnostic_only,FFR_E0,204,108,0.5294117647058824,0.5988618827160495,0.6449591525384532,0.679648659235902,
small,arc,semantic,3,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,204,108,0.5294117647058824,0.5,0.5294117647058824,0.6919211220266737,
small,arc,semantic,3,A,all,FFR_E0,224,32,0.14285714285714285,0.5271809895833334,0.21387545058369367,0.4106913163609028,
small,arc,semantic,3,A,all,constant_flip_rate,224,32,0.14285714285714285,0.5,0.14285714285714285,0.41232361575647847,
small,arc,semantic,3,A,both_R_and_action_valid_diagnostic_only,FFR_E0,184,10,0.05434782608695652,0.4885057471264368,0.14968209818013317,0.2355489474940769,
small,arc,semantic,3,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,184,10,0.05434782608695652,0.5,0.05434782608695652,0.23653552536251649,
small,arc,semantic,4,T,all,FFR_E0,223,102,0.45739910313901344,0.5381623723869713,0.46542720380717273,0.6972223841393628,
small,arc,semantic,4,T,all,constant_flip_rate,223,102,0.45739910313901344,0.5,0.45739910313901344,0.700436192364294,
small,arc,semantic,4,T,both_R_and_action_valid_diagnostic_only,FFR_E0,193,80,0.41450777202072536,0.5391592920353983,0.4216776792001714,0.7022890840374681,
small,arc,semantic,4,T,both_R_and_action_valid_diagnostic_only,constant_flip_rate,193,80,0.41450777202072536,0.5,0.41450777202072536,0.7058046061725399,
small,arc,semantic,4,C,all,FFR_E0,223,117,0.5246636771300448,0.6085308821157878,0.6701294507798037,0.6796927123419995,
small,arc,semantic,4,C,all,constant_flip_rate,223,117,0.5246636771300448,0.5,0.5246636771300448,0.6938860561496623,
small,arc,semantic,4,C,both_R_and_action_valid_diagnostic_only,FFR_E0,203,98,0.4827586206896552,0.5827016520894072,0.6049789705619941,0.6961776297565512,
small,arc,semantic,4,C,both_R_and_action_valid_diagnostic_only,constant_flip_rate,203,98,0.4827586206896552,0.5,0.4827586206896552,0.7032789937469406,
small,arc,semantic,4,A,all,FFR_E0,223,26,0.11659192825112108,0.6497461928934011,0.20287675832858415,0.3512671838126486,
small,arc,semantic,4,A,all,constant_flip_rate,223,26,0.11659192825112108,0.5,0.11659192825112108,0.3606016526803872,
small,arc,semantic,4,A,both_R_and_action_valid_diagnostic_only,FFR_E0,180,1,0.005555555555555556,0.2905027932960894,0.0078125,0.14447698786226743,
small,arc,semantic,4,A,both_R_and_action_valid_diagnostic_only,constant_flip_rate,180,1,0.005555555555555556,0.5,0.005555555555555556,0.14678376294156834,
