population,pair,dataset,split,n,training_labels,refitted_V2,evaluation_role,timing_source,policy,is_original_primary,selection_source,probabilities,selection_counts_RTCA,old_to_V2_selected_correctness_up,old_to_V2_selected_correctness_down,D1_to_V2_selected_correctness_up,D1_to_V2_selected_correctness_down,old_correct,old_accuracy,old_valid,old_invalid,old_gain_over_R,old_harm_vs_R,old_flips,old_zero_gain_flips,old_INVALID_flips,D1_correct,D1_accuracy,D1_valid,D1_invalid,D1_gain_over_R,D1_harm_vs_R,D1_flips,D1_zero_gain_flips,D1_INVALID_flips,V2_correct,V2_accuracy,V2_valid,V2_invalid,V2_gain_over_R,V2_harm_vs_R,V2_flips,V2_zero_gain_flips,V2_INVALID_flips,mean_ms,median_ms,p95_ms,mean_original_router_overhead_ms
full,small,arc,train,1119,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[6, 24, 1089, 0]",4.0,0.0,2.0,0.0,679.0,0.6067917783735478,1105.0,14.0,332.0,77.0,616.0,207.0,121.0,681.0,0.6085790884718498,1110.0,9.0,334.0,77.0,615.0,204.0,116.0,683.0,0.610366398570152,1112.0,7.0,334.0,75.0,613.0,204.0,114.0,,,,
full,small,arc,train,1119,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[11, 0, 1107, 1]",4.0,0.0,2.0,0.0,672.0,0.6005361930294906,1105.0,14.0,326.0,78.0,612.0,208.0,117.0,674.0,0.6023235031277927,1110.0,9.0,328.0,78.0,611.0,205.0,112.0,676.0,0.6041108132260947,1112.0,7.0,328.0,76.0,609.0,205.0,110.0,,,,
full,small,arc,train,1119,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[39, 0, 1068, 12]",3.0,0.0,1.0,0.0,677.0,0.6050044682752458,1104.0,15.0,326.0,73.0,598.0,199.0,118.0,679.0,0.6067917783735478,1109.0,10.0,328.0,73.0,597.0,196.0,113.0,680.0,0.6076854334226989,1110.0,9.0,328.0,72.0,596.0,196.0,112.0,,,,
full,small,arc,train,1119,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[628, 0, 267, 224]",1.0,0.0,1.0,0.0,515.0,0.46023235031277926,1020.0,99.0,112.0,21.0,190.0,57.0,46.0,515.0,0.46023235031277926,1021.0,98.0,113.0,22.0,191.0,56.0,45.0,516.0,0.46112600536193027,1022.0,97.0,113.0,21.0,190.0,56.0,44.0,,,,
full,small,arc,train,1119,old_scoring,False,train_in_sample_diagnostic,accuracy_only,semantic_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[726, 0, 27, 366]",0.0,0.0,1.0,0.0,424.0,0.37890974084003576,978.0,141.0,17.0,17.0,69.0,35.0,40.0,423.0,0.3780160857908847,977.0,142.0,17.0,18.0,70.0,35.0,41.0,424.0,0.37890974084003576,978.0,141.0,17.0,17.0,69.0,35.0,40.0,,,,
full,small,arc,train,1119,old_scoring,False,train_in_sample_diagnostic,accuracy_only,train_frozen_mixture,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_mixture_receipt.json,"[0.0, 0.0, 1.0, 0.0]",,4.0,0.0,2.0,0.0,667.0,0.5960679177837355,1106.0,13.0,326.0,83.0,618.0,209.0,118.0,669.0,0.5978552278820375,1111.0,8.0,328.0,83.0,617.0,206.0,113.0,671.0,0.5996425379803396,1113.0,6.0,328.0,81.0,615.0,206.0,111.0,,,,
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,R,False,fixed_action,,"[256, 0, 0, 0]",0.0,0.0,0.0,0.0,96.0,0.375,236.0,20.0,0.0,0.0,0.0,0.0,0.0,96.0,0.375,236.0,20.0,0.0,0.0,0.0,0.0,0.0,96.0,0.375,236.0,20.0,0.0,0.0,0.0,0.0,0.0,341.14639092187497,316.298139,538.6613997500001,0.0
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,T,False,fixed_action,,"[0, 256, 0, 0]",0.0,0.0,0.0,0.0,121.0,0.47265625,230.0,26.0,55.0,30.0,131.0,46.0,30.0,121.0,0.47265625,230.0,26.0,55.0,30.0,131.0,46.0,30.0,121.0,0.47265625,230.0,26.0,55.0,30.0,131.0,46.0,30.0,1252.9101385273439,976.1050675,2822.64399425,0.0
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,C,False,fixed_action,,"[0, 0, 256, 0]",2.0,0.0,1.0,0.0,155.0,0.60546875,253.0,3.0,73.0,14.0,132.0,45.0,21.0,156.0,0.609375,254.0,2.0,74.0,14.0,132.0,44.0,20.0,157.0,0.61328125,255.0,1.0,74.0,13.0,131.0,44.0,19.0,432.07658104296877,361.997405,686.4649105000001,0.0
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,A,False,fixed_action,,"[0, 0, 0, 256]",0.0,0.0,0.0,0.0,88.0,0.34375,207.0,49.0,2.0,10.0,37.0,25.0,29.0,88.0,0.34375,207.0,49.0,2.0,10.0,37.0,25.0,29.0,88.0,0.34375,207.0,49.0,2.0,10.0,37.0,25.0,29.0,353.18274490625004,337.121345,533.42932925,0.0
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[6, 33, 217, 0]",0.0,0.0,1.0,0.0,186.0,0.7265625,255.0,1.0,92.0,2.0,128.0,34.0,19.0,185.0,0.72265625,254.0,2.0,92.0,3.0,129.0,34.0,20.0,186.0,0.7265625,255.0,1.0,92.0,2.0,128.0,34.0,19.0,601.7717778476563,395.4470345,1608.6617245,0.98720158203125
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[6, 27, 223, 0]",1.0,0.0,1.0,0.0,183.0,0.71484375,254.0,2.0,89.0,2.0,129.0,38.0,20.0,183.0,0.71484375,254.0,2.0,90.0,3.0,130.0,37.0,20.0,184.0,0.71875,255.0,1.0,90.0,2.0,129.0,37.0,19.0,568.1541736484374,394.860299,1347.72734575,0.98720158203125
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[6, 16, 234, 0]",1.0,0.0,1.0,0.0,177.0,0.69140625,254.0,2.0,85.0,4.0,129.0,40.0,20.0,177.0,0.69140625,254.0,2.0,86.0,5.0,130.0,39.0,20.0,178.0,0.6953125,255.0,1.0,86.0,4.0,129.0,39.0,19.0,519.0051992890625,389.740462,976.2412952500001,0.98720158203125
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[10, 0, 246, 0]",1.0,0.0,1.0,0.0,164.0,0.640625,254.0,2.0,73.0,5.0,123.0,45.0,20.0,164.0,0.640625,254.0,2.0,74.0,6.0,124.0,44.0,20.0,165.0,0.64453125,255.0,1.0,74.0,5.0,123.0,44.0,19.0,429.0918512929687,339.40824799999996,681.2371237499999,0.98720158203125
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[27, 0, 229, 0]",1.0,0.0,0.0,0.0,166.0,0.6484375,251.0,5.0,73.0,3.0,113.0,37.0,17.0,167.0,0.65234375,252.0,4.0,74.0,3.0,113.0,36.0,16.0,167.0,0.65234375,252.0,4.0,74.0,3.0,113.0,36.0,16.0,406.99937464843754,335.9287015,656.5711615,0.98720158203125
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[142, 0, 114, 0]",1.0,0.0,0.0,0.0,140.0,0.546875,243.0,13.0,47.0,3.0,64.0,14.0,9.0,141.0,0.55078125,244.0,12.0,48.0,3.0,64.0,13.0,8.0,141.0,0.55078125,244.0,12.0,48.0,3.0,64.0,13.0,8.0,331.065765453125,331.5892605,520.5231685,0.98720158203125
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[202, 0, 54, 0]",1.0,0.0,0.0,0.0,111.0,0.43359375,237.0,19.0,18.0,3.0,30.0,9.0,3.0,112.0,0.4375,238.0,18.0,19.0,3.0,30.0,8.0,2.0,112.0,0.4375,238.0,18.0,19.0,3.0,30.0,8.0,2.0,318.81529844531246,317.248473,476.752687,0.98720158203125
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[4, 33, 217, 2]",0.0,0.0,1.0,0.0,186.0,0.7265625,255.0,1.0,92.0,2.0,128.0,34.0,19.0,185.0,0.72265625,254.0,2.0,92.0,3.0,129.0,34.0,20.0,186.0,0.7265625,255.0,1.0,92.0,2.0,128.0,34.0,19.0,601.941570484375,395.4834085,1608.68897825,1.0129745390625
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.01_actions4,True,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[4, 27, 223, 2]",1.0,0.0,1.0,0.0,183.0,0.71484375,254.0,2.0,89.0,2.0,129.0,38.0,20.0,183.0,0.71484375,254.0,2.0,90.0,3.0,130.0,37.0,20.0,184.0,0.71875,255.0,1.0,90.0,2.0,129.0,37.0,19.0,568.3239662851563,394.8867835,1347.74821725,1.0129745390625
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[4, 16, 232, 4]",1.0,0.0,1.0,0.0,179.0,0.69921875,254.0,2.0,85.0,2.0,127.0,40.0,20.0,179.0,0.69921875,254.0,2.0,86.0,3.0,128.0,39.0,20.0,180.0,0.703125,255.0,1.0,86.0,2.0,127.0,39.0,19.0,520.2938385039063,390.671602,976.26458575,1.0129745390625
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[8, 0, 245, 3]",1.0,0.0,1.0,0.0,165.0,0.64453125,254.0,2.0,73.0,4.0,122.0,45.0,20.0,165.0,0.64453125,254.0,2.0,74.0,5.0,123.0,44.0,20.0,166.0,0.6484375,255.0,1.0,74.0,4.0,122.0,44.0,19.0,429.03341881250003,339.42675799999995,681.241895,1.0129745390625
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[25, 0, 226, 5]",1.0,0.0,0.0,0.0,166.0,0.6484375,249.0,7.0,73.0,3.0,112.0,36.0,17.0,167.0,0.65234375,250.0,6.0,74.0,3.0,112.0,35.0,16.0,167.0,0.65234375,250.0,6.0,74.0,3.0,112.0,35.0,16.0,401.8305096679687,335.788741,656.58875975,1.0129745390625
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[130, 0, 104, 22]",1.0,0.0,0.0,0.0,133.0,0.51953125,232.0,24.0,46.0,9.0,75.0,20.0,20.0,134.0,0.5234375,233.0,23.0,47.0,9.0,75.0,19.0,19.0,134.0,0.5234375,233.0,23.0,47.0,9.0,75.0,19.0,19.0,319.54889421875,330.6876055,494.76235025,1.0129745390625
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,word_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_word.npz,,"[173, 0, 47, 36]",1.0,0.0,0.0,0.0,101.0,0.39453125,220.0,36.0,15.0,10.0,44.0,19.0,20.0,102.0,0.3984375,221.0,35.0,16.0,10.0,44.0,18.0,19.0,102.0,0.3984375,221.0,35.0,16.0,10.0,44.0,18.0,19.0,309.11054957812496,316.34417299999996,451.24594900000005,1.0129745390625
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[0, 22, 234, 0]",2.0,0.0,1.0,0.0,161.0,0.62890625,252.0,4.0,80.0,15.0,140.0,45.0,22.0,162.0,0.6328125,253.0,3.0,81.0,15.0,140.0,44.0,21.0,163.0,0.63671875,254.0,2.0,81.0,14.0,139.0,44.0,20.0,610.8718982890624,423.80231749999996,1713.2544185,28.197265105468748
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[0, 16, 240, 0]",2.0,0.0,1.0,0.0,161.0,0.62890625,252.0,4.0,80.0,15.0,139.0,44.0,22.0,162.0,0.6328125,253.0,3.0,81.0,15.0,139.0,43.0,21.0,163.0,0.63671875,254.0,2.0,81.0,14.0,138.0,43.0,20.0,587.7313623789063,421.793472,1057.0292582499999,28.197265105468748
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[0, 6, 250, 0]",2.0,0.0,1.0,0.0,157.0,0.61328125,252.0,4.0,75.0,14.0,134.0,45.0,22.0,158.0,0.6171875,253.0,3.0,76.0,14.0,134.0,44.0,21.0,159.0,0.62109375,254.0,2.0,76.0,13.0,133.0,44.0,20.0,486.8085176640625,415.8114975,769.3025665,28.197265105468748
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[1, 0, 255, 0]",2.0,0.0,1.0,0.0,155.0,0.60546875,252.0,4.0,73.0,14.0,131.0,44.0,20.0,156.0,0.609375,253.0,3.0,74.0,14.0,131.0,43.0,19.0,157.0,0.61328125,254.0,2.0,74.0,13.0,130.0,43.0,18.0,459.49494606640627,389.43414800000005,714.6307835,28.197265105468748
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[13, 0, 243, 0]",2.0,0.0,1.0,0.0,155.0,0.60546875,252.0,4.0,73.0,14.0,127.0,40.0,20.0,156.0,0.609375,253.0,3.0,74.0,14.0,127.0,39.0,19.0,157.0,0.61328125,254.0,2.0,74.0,13.0,126.0,39.0,18.0,452.66224614453125,363.6991825,707.316237,28.197265105468748
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[181, 0, 75, 0]",1.0,0.0,0.0,0.0,116.0,0.453125,236.0,20.0,24.0,4.0,39.0,11.0,2.0,117.0,0.45703125,237.0,19.0,25.0,4.0,39.0,10.0,1.0,117.0,0.45703125,237.0,19.0,25.0,4.0,39.0,10.0,1.0,362.570044765625,356.4984235,548.8421055,28.197265105468748
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[239, 0, 17, 0]",0.0,0.0,0.0,0.0,99.0,0.38671875,236.0,20.0,4.0,1.0,10.0,5.0,0.0,99.0,0.38671875,236.0,20.0,4.0,1.0,10.0,5.0,0.0,99.0,0.38671875,236.0,20.0,4.0,1.0,10.0,5.0,0.0,360.848550703125,344.547548,543.9914172499999,28.197265105468748
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[0, 22, 234, 0]",2.0,0.0,1.0,0.0,161.0,0.62890625,252.0,4.0,80.0,15.0,140.0,45.0,22.0,162.0,0.6328125,253.0,3.0,81.0,15.0,140.0,44.0,21.0,163.0,0.63671875,254.0,2.0,81.0,14.0,139.0,44.0,20.0,610.6975445039063,423.6637705,1713.0769827499998,28.022911320312502
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.01_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[0, 16, 240, 0]",2.0,0.0,1.0,0.0,161.0,0.62890625,252.0,4.0,80.0,15.0,139.0,44.0,22.0,162.0,0.6328125,253.0,3.0,81.0,15.0,139.0,43.0,21.0,163.0,0.63671875,254.0,2.0,81.0,14.0,138.0,43.0,20.0,587.55700859375,421.788492,1056.76457125,28.022911320312502
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.03_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[0, 6, 250, 0]",2.0,0.0,1.0,0.0,157.0,0.61328125,252.0,4.0,75.0,14.0,134.0,45.0,22.0,158.0,0.6171875,253.0,3.0,76.0,14.0,134.0,44.0,21.0,159.0,0.62109375,254.0,2.0,76.0,13.0,133.0,44.0,20.0,486.63416387890624,415.668067,769.1623125,28.022911320312502
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[1, 0, 255, 0]",2.0,0.0,1.0,0.0,155.0,0.60546875,252.0,4.0,73.0,14.0,131.0,44.0,20.0,156.0,0.609375,253.0,3.0,74.0,14.0,131.0,43.0,19.0,157.0,0.61328125,254.0,2.0,74.0,13.0,130.0,43.0,18.0,459.32059228125,389.1047195,714.546855,28.022911320312502
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda0.3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[12, 0, 242, 2]",2.0,0.0,0.0,0.0,154.0,0.6015625,251.0,5.0,73.0,15.0,128.0,40.0,21.0,156.0,0.609375,253.0,3.0,74.0,14.0,127.0,39.0,19.0,156.0,0.609375,253.0,3.0,74.0,14.0,127.0,39.0,19.0,450.3691477265625,363.56307100000004,706.7586815,28.022911320312502
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda1_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[151, 0, 66, 39]",1.0,0.0,0.0,0.0,110.0,0.4296875,229.0,27.0,23.0,9.0,44.0,12.0,9.0,111.0,0.43359375,230.0,26.0,24.0,9.0,44.0,11.0,8.0,111.0,0.43359375,230.0,26.0,24.0,9.0,44.0,11.0,8.0,355.1673264453125,351.744227,544.934185,28.022911320312502
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,semantic_lambda3_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_predictions_semantic.npz,,"[169, 0, 12, 75]",0.0,0.0,0.0,0.0,91.0,0.35546875,221.0,35.0,2.0,7.0,23.0,14.0,15.0,91.0,0.35546875,221.0,35.0,2.0,7.0,23.0,14.0,15.0,91.0,0.35546875,221.0,35.0,2.0,7.0,23.0,14.0,15.0,357.041033109375,345.10999749999996,541.21636525,28.022911320312502
panel,small,arc,train,256,old_scoring,False,train_in_sample_diagnostic,original_P2_10_same_job,train_frozen_mixture,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/train_mixture_receipt.json,"[0.0, 0.0, 1.0, 0.0]",,2.0,0.0,1.0,0.0,155.0,0.60546875,253.0,3.0,73.0,14.0,132.0,45.0,21.0,156.0,0.609375,254.0,2.0,74.0,14.0,132.0,44.0,20.0,157.0,0.61328125,255.0,1.0,74.0,13.0,131.0,44.0,19.0,432.07658104296877,361.997405,686.4649105000001,0.0
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,R,False,fixed_action,,"[299, 0, 0, 0]",0.0,0.0,0.0,0.0,110.0,0.36789297658862874,267.0,32.0,0.0,0.0,0.0,0.0,0.0,110.0,0.36789297658862874,267.0,32.0,0.0,0.0,0.0,0.0,0.0,110.0,0.36789297658862874,267.0,32.0,0.0,0.0,0.0,0.0,0.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,T,False,fixed_action,,"[0, 299, 0, 0]",0.0,0.0,0.0,0.0,126.0,0.4214046822742475,278.0,21.0,55.0,39.0,145.0,51.0,33.0,126.0,0.4214046822742475,278.0,21.0,55.0,39.0,145.0,51.0,33.0,126.0,0.4214046822742475,278.0,21.0,55.0,39.0,145.0,51.0,33.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,C,False,fixed_action,,"[0, 0, 299, 0]",0.0,0.0,0.0,0.0,155.0,0.5183946488294314,293.0,6.0,69.0,24.0,161.0,68.0,34.0,155.0,0.5183946488294314,294.0,5.0,69.0,24.0,160.0,67.0,33.0,155.0,0.5183946488294314,294.0,5.0,69.0,24.0,160.0,67.0,33.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,A,False,fixed_action,,"[0, 0, 0, 299]",0.0,0.0,0.0,0.0,110.0,0.36789297658862874,241.0,58.0,8.0,8.0,38.0,22.0,30.0,110.0,0.36789297658862874,241.0,58.0,8.0,8.0,38.0,22.0,30.0,110.0,0.36789297658862874,241.0,58.0,8.0,8.0,38.0,22.0,30.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[1, 16, 282, 0]",0.0,0.0,0.0,0.0,152.0,0.5083612040133779,294.0,5.0,69.0,27.0,164.0,68.0,35.0,152.0,0.5083612040133779,295.0,4.0,69.0,27.0,163.0,67.0,34.0,152.0,0.5083612040133779,295.0,4.0,69.0,27.0,163.0,67.0,34.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0.01_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[1, 8, 290, 0]",0.0,0.0,0.0,0.0,153.0,0.5117056856187291,293.0,6.0,68.0,25.0,162.0,69.0,34.0,153.0,0.5117056856187291,294.0,5.0,68.0,25.0,161.0,68.0,33.0,153.0,0.5117056856187291,294.0,5.0,68.0,25.0,161.0,68.0,33.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0.03_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[1, 5, 293, 0]",0.0,0.0,0.0,0.0,154.0,0.5150501672240803,293.0,6.0,68.0,24.0,161.0,69.0,34.0,154.0,0.5150501672240803,294.0,5.0,68.0,24.0,160.0,68.0,33.0,154.0,0.5150501672240803,294.0,5.0,68.0,24.0,160.0,68.0,33.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0.1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[4, 0, 295, 0]",0.0,0.0,0.0,0.0,154.0,0.5150501672240803,293.0,6.0,68.0,24.0,159.0,67.0,34.0,154.0,0.5150501672240803,294.0,5.0,68.0,24.0,158.0,66.0,33.0,154.0,0.5150501672240803,294.0,5.0,68.0,24.0,158.0,66.0,33.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0.3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[13, 0, 286, 0]",0.0,0.0,0.0,0.0,152.0,0.5083612040133779,293.0,6.0,65.0,23.0,154.0,66.0,34.0,152.0,0.5083612040133779,294.0,5.0,65.0,23.0,153.0,65.0,33.0,152.0,0.5083612040133779,294.0,5.0,65.0,23.0,153.0,65.0,33.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda1_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[179, 0, 120, 0]",0.0,0.0,0.0,0.0,131.0,0.43812709030100333,278.0,21.0,28.0,7.0,62.0,27.0,13.0,131.0,0.43812709030100333,278.0,21.0,28.0,7.0,62.0,27.0,13.0,131.0,0.43812709030100333,278.0,21.0,28.0,7.0,62.0,27.0,13.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda3_actions3,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[285, 0, 14, 0]",0.0,0.0,0.0,0.0,116.0,0.3879598662207358,267.0,32.0,6.0,0.0,7.0,1.0,0.0,116.0,0.3879598662207358,267.0,32.0,6.0,0.0,7.0,1.0,0.0,116.0,0.3879598662207358,267.0,32.0,6.0,0.0,7.0,1.0,0.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0_actions4,False,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[0, 16, 282, 1]",0.0,0.0,0.0,0.0,152.0,0.5083612040133779,294.0,5.0,69.0,27.0,164.0,68.0,35.0,152.0,0.5083612040133779,295.0,4.0,69.0,27.0,163.0,67.0,34.0,152.0,0.5083612040133779,295.0,4.0,69.0,27.0,163.0,67.0,34.0,,,,
full,small,arc,validation,299,old_scoring,False,previously_exposed_development,accuracy_only,word_lambda0.01_actions4,True,$DATA_DIR/P2_10_20260911T122423Z/results/small/arc/dev_predictions_word.npz,,"[0, 8, 290, 1]",0.0,0.0,0.0,0.0,153.0,0.5117056856187291,293.0,6.0,68.0,25.0,162.0,69.0,34.0,153.0,0.5117056856187291,294.0,5.0,68.0,25.0,161.0,68.0,33.0,153.0,0.5117056856187291,294.0,5.0,68.0,25.0,161.0,68.0,33.0,,,,
