split,family,q,threshold,cal_accepted,final_deployment,N,n_R,coverage,changed,conditional_risk,marginal_change,benefit,harm,neutral_change,correct,accuracy,accuracy_diff_Text,INVALID_selected,routed_both_INVALID,routed_R_only_INVALID,routed_Text_only_INVALID,routed_both_valid,risk_CP95_descriptive_low,risk_CP95_descriptive_high,mean_cost_ms,median_cost_ms,p95_cost_ms,net_saving_vs_Text_ms,net_saving_vs_Text_fraction,U,random_expected_changes,random_hypergeom95_low,random_hypergeom95_high
cal,H,1.0,Infinity,False,False,1366,1366,1.0,143,0.10468521229868229,0.10468521229868229,25,90,28,1113,0.8147877013177159,-0.04758418740849195,2,0,2,0,1364,0.08894788037292162,0.122145376963271,,,,,,,,,
cal,Random,0.05,0.05,False,False,1366,70,0.05124450951683748,11,0.15714285714285714,0.008052708638360176,1,8,2,1171,0.8572474377745242,-0.005124450951683748,0,0,0,0,70,0.08114376355044775,0.2637997652163114,,,,,,,,,
cal,Random,0.1,0.1,False,False,1366,137,0.10029282576866765,16,0.11678832116788321,0.01171303074670571,1,13,2,1166,0.8535871156661786,-0.008784773060029283,0,0,0,0,137,0.06824898866017955,0.18272083282852616,,,,,,,,,
cal,Random,0.15,0.15,False,False,1366,204,0.1493411420204978,26,0.12745098039215685,0.01903367496339678,3,16,7,1165,0.8528550512445096,-0.00951683748169839,1,0,1,0,203,0.08497207272647767,0.1811451403022417,,,,,,,,,
cal,Random,0.2,0.2,False,False,1366,278,0.20351390922401172,33,0.11870503597122302,0.024158125915080528,6,20,7,1164,0.8521229868228404,-0.010248901903367497,1,0,1,0,277,0.08313660405720211,0.16265192249364827,,,,,,,,,
cal,Random,0.25,0.25,False,False,1366,334,0.2445095168374817,42,0.12574850299401197,0.03074670571010249,8,25,9,1161,0.8499267935578331,-0.012445095168374817,1,0,1,0,333,0.09215170130119751,0.1661544318582877,,,,,,,,,
cal,Random,0.3,0.3,False,False,1366,398,0.2913616398243045,49,0.12311557788944724,0.03587115666178624,8,31,10,1155,0.8455344070278185,-0.01683748169838946,1,0,1,0,397,0.09248592111489866,0.1594819020480641,,,,,,,,,
cal,Random,0.35,0.35,False,False,1366,458,0.33528550512445093,55,0.12008733624454149,0.04026354319180088,9,35,11,1152,0.8433382137628112,-0.01903367496339678,1,0,1,0,457,0.09176050558143865,0.15342823048423537,,,,,,,,,
cal,Random,0.4,0.4,False,False,1366,541,0.39604685212298685,65,0.12014787430683918,0.04758418740849195,11,41,13,1148,0.8404099560761347,-0.021961932650073207,1,0,1,0,540,0.09396317618469019,0.1505637210355892,,,,,,,,,
cal,Random,0.45,0.45,False,False,1366,598,0.4377745241581259,70,0.11705685618729098,0.05124450951683748,13,43,14,1148,0.8404099560761347,-0.021961932650073207,1,0,1,0,597,0.09239745562732293,0.14557021407602813,,,,,,,,,
cal,Random,0.5,0.5,False,False,1366,668,0.4890190336749634,76,0.11377245508982035,0.055636896046852125,13,48,15,1143,0.8367496339677891,-0.02562225475841874,1,0,1,0,667,0.0906940084329637,0.1403256809265021,,,,,,,,,
cal,Random,0.55,0.55,False,False,1366,729,0.5336749633967789,82,0.11248285322359397,0.060029282576866766,14,50,18,1142,0.83601756954612,-0.02635431918008785,2,0,2,0,727,0.09046656026243863,0.13768976186071652,,,,,,,,,
cal,Random,0.6,0.6,False,False,1366,815,0.5966325036603221,91,0.1116564417177914,0.06661786237188873,14,57,20,1135,0.8308931185944363,-0.0314787701317716,2,0,2,0,813,0.09085645557001416,0.13531167170424244,,,,,,,,,
cal,Random,0.65,0.65,False,False,1366,874,0.6398243045387995,96,0.10983981693363844,0.07027818448023426,15,61,20,1132,0.828696925329429,-0.03367496339677892,2,0,2,0,872,0.08988044793459589,0.1324718964611601,,,,,,,,,
cal,Random,0.7,0.7,False,False,1366,946,0.6925329428989752,106,0.11205073995771671,0.07759882869692533,15,69,22,1124,0.8228404099560761,-0.03953147877013177,2,0,2,0,944,0.09265418189355604,0.13389895470011384,,,,,,,,,
cal,Random,0.75,0.75,False,False,1366,1013,0.7415812591508053,116,0.11451135241855874,0.0849194729136164,16,75,25,1119,0.8191800878477306,-0.04319180087847731,2,0,2,0,1011,0.09555108712758602,0.13574365707759986,,,,,,,,,
cal,Random,0.8,0.8,False,False,1366,1087,0.7957540263543191,120,0.11039558417663294,0.08784773060029283,18,76,26,1120,0.8199121522693997,-0.0424597364568082,2,0,2,0,1085,0.09238008715935685,0.13054998157121608,,,,,,,,,
cal,Random,0.85,0.85,False,False,1366,1170,0.8565153733528551,125,0.10683760683760683,0.09150805270863836,21,78,26,1121,0.8206442166910688,-0.04172767203513909,2,0,2,0,1168,0.08971544332211975,0.1259639063201597,,,,,,,,,
cal,Random,0.9,0.9,False,False,1366,1243,0.9099560761346999,135,0.1086082059533387,0.09882869692532943,23,85,27,1116,0.8169838945827232,-0.04538799414348463,2,0,2,0,1241,0.0918501708255467,0.12724223519539563,,,,,,,,,
cal,Random,0.95,0.95,False,False,1366,1305,0.9553440702781845,139,0.10651340996168582,0.10175695461200586,23,88,28,1113,0.8147877013177159,-0.04758418740849195,2,0,2,0,1303,0.09029353944069825,0.1245289920484468,,,,,,,,,
cal,Random,1.0,1.0,False,False,1366,1366,1.0,143,0.10468521229868229,0.10468521229868229,25,90,28,1113,0.8147877013177159,-0.04758418740849195,2,0,2,0,1364,0.08894788037292162,0.122145376963271,,,,,,,,,
dev,D,0.05,0.06544978618624626,False,False,742,51,0.06873315363881402,0,0.0,0.0,0,0,0,645,0.8692722371967655,0.0,0,0,0,0,51,0.0,0.06977703074953864,969.7047325441714,999.1208409689585,1258.5609101358557,6.0592439136713105,0.0062097434009269325,0.8323258285812658,4.948787061994609,1,9
dev,D,0.1,0.07011126782477158,False,False,742,85,0.11455525606469003,0,0.0,0.0,0,0,0,645,0.8692722371967655,0.0,0,0,0,0,85,0.0,0.04247033991124916,938.8106959962955,995.3476605306291,1251.6012590665712,36.9532804615471,0.03787112596192841,0.8335029123468418,8.247978436657682,4,14
dev,D,0.15,0.07361258920795709,True,False,742,109,0.14690026954177898,4,0.03669724770642202,0.005390835579514825,2,2,0,645,0.8692722371967655,0.0,0,0,0,0,109,0.010087724573561555,0.09129831717521947,915.0315602798893,991.0029063976738,1245.2605607151972,60.73241617795339,0.06224088779995795,0.8344089135606306,10.576819407008086,5,16
dev,D,0.2,0.07703257617313741,True,False,742,153,0.20619946091644206,4,0.026143790849673203,0.005390835579514825,2,2,0,645,0.8692722371967655,0.0,0,0,0,0,153,0.007168254079990959,0.06558362660440463,873.0017058236905,972.1672600088855,1244.5030303916114,102.76227063415213,0.10531467969046501,0.8360102795483108,14.846361185983827,9,21
dev,D,0.25,0.08051686084384338,True,False,742,191,0.2574123989218329,5,0.02617801047120419,0.006738544474393531,2,3,0,644,0.8679245283018868,-0.0013477088948787063,0,0,0,0,191,0.008553390458078812,0.06003039799714194,836.0496444800863,958.8783854577562,1231.0018851992272,139.7143319777564,0.14318455625400175,0.8360704692763499,18.533692722371967,12,26
dev,D,0.3,0.08307916184658852,True,True,742,230,0.30997304582210244,6,0.02608695652173913,0.008086253369272238,2,4,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,230,0.00963232368508743,0.05591266534121482,797.1662359224952,945.1912888819065,1219.534831512978,178.59774053534736,0.18303375082945952,0.8362042446443797,22.318059299191376,15,30
dev,D,0.35,0.08614836532551183,False,False,742,263,0.35444743935309975,6,0.022813688212927757,0.008086253369272238,2,4,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,263,0.008417183376454992,0.04899186152505321,765.297485891645,928.5034154882546,1218.8796287482426,210.46649056619748,0.21569405680482262,0.8374184656553629,25.52021563342318,18,33
dev,D,0.4,0.08877346652614314,False,False,742,288,0.3881401617250674,7,0.024305555555555556,0.009433962264150943,2,4,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,288,0.009826686255395551,0.04943534389800979,742.1993418399007,907.4653000992871,1218.8796287482426,233.5646346179419,0.23936591250869257,0.8382985206244219,27.946091644204852,20,36
dev,D,0.45,0.09124921560598001,False,False,742,321,0.4326145552560647,11,0.03426791277258567,0.014824797843665768,4,6,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,321,0.017228225492556568,0.06048644316481907,709.5555866514957,877.2855941629416,1218.3003807993914,266.208389806347,0.272820473218042,0.8395422698580374,31.148247978436657,23,39
dev,D,0.5,0.09428394401285886,False,False,742,355,0.4784366576819407,11,0.030985915492957747,0.014824797843665768,4,6,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,355,0.0155675168847289,0.05476504504157454,677.1946801625155,807.0579741975338,1217.5451917586568,298.56929629532704,0.3059851598325803,0.8407752423641867,34.44743935309973,27,42
dev,D,0.55,0.09748868540822955,False,False,742,403,0.5431266846361186,12,0.02977667493796526,0.016172506738544475,4,7,1,642,0.8652291105121294,-0.004043126684636119,0,0,0,0,403,0.015478753349675864,0.05143581280980404,629.6623664969622,323.28798097245294,1206.300456230953,346.10160996088035,0.3546980810024129,0.841238546888331,39.105121293800536,31,47
dev,D,0.6,0.10060263240834924,False,False,742,438,0.5902964959568733,17,0.03881278538812785,0.022911051212938006,6,10,1,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,438,0.02276961303847225,0.061417122381201464,593.6186788888591,321.60075312724683,1183.2865909244988,382.1452975689835,0.39163702164556585,0.8412641269603779,42.501347708894876,35,50
dev,D,0.65,0.10404623601403046,False,False,742,485,0.6536388140161725,21,0.04329896907216495,0.02830188679245283,8,12,1,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,485,0.026999371784652174,0.06542760897637129,547.5659893487394,318.3742335486668,1159.4311550142927,428.1979871091031,0.4388335677891294,0.8430187656957463,47.06199460916442,39,54
dev,D,0.7,0.10772473703441966,False,False,742,533,0.7183288409703504,27,0.05065666041275797,0.03638814016172507,10,15,2,640,0.862533692722372,-0.006738544474393531,0,0,0,0,533,0.03364490082266081,0.07284970406605586,500.69660844834925,285.3765366766345,1153.122576155957,475.0673680094933,0.486867090271208,0.8434568120314913,51.71967654986523,44,59
dev,D,0.75,0.11108057622555029,False,False,742,559,0.7533692722371967,30,0.05366726296958855,0.04043126684636118,10,18,2,637,0.8584905660377359,-0.01078167115902965,0,0,0,0,559,0.03649835958908355,0.07572973091980155,474.39423139794565,284.995465000178,1147.6764576152743,501.36974505989696,0.5138227657060451,0.8404158237684276,54.242587601078164,47,61
dev,D,0.8,0.11470266135181671,False,False,742,580,0.7816711590296496,32,0.05517241379310345,0.0431266846361186,10,20,2,635,0.8557951482479784,-0.013477088948787063,0,0,0,0,580,0.03804030346413266,0.07699732183549306,453.9210807457399,284.7799110638389,1133.4418658375207,521.8428957121027,0.5348044284299819,0.8385004469171716,56.28032345013477,50,63
dev,D,0.85,0.11984897005427914,False,False,742,632,0.8517520215633423,40,0.06329113924050633,0.05390835579514825,14,24,2,635,0.8557951482479784,-0.013477088948787063,0,0,0,0,632,0.045597434402481506,0.08519037101098323,402.6808144876772,284.10540885466986,1077.5254853400943,573.0831619701653,0.5873174003108169,0.8404527358471952,61.32614555256065,55,67
dev,D,0.9,0.12519989957761207,False,False,742,665,0.8962264150943396,49,0.07368421052631578,0.0660377358490566,17,29,3,633,0.8530997304582211,-0.016172506738544475,0,0,0,0,665,0.05500605251145982,0.09624683726989319,370.79331201069505,283.8883584695999,1045.5270517221147,604.9706644471476,0.6199969245055288,0.8389722535493491,64.52830188679245,59,69
dev,D,0.95,0.13437740872606294,False,False,742,704,0.9487870619946092,60,0.08522727272727272,0.08086253369272237,17,38,5,624,0.8409703504043127,-0.02830188679245283,0,0,0,0,704,0.06566579247614591,0.10834437941531053,330.9285806957641,283.39450253006487,829.9383943317042,644.8353957620785,0.6608518159308563,0.8283617468215967,68.31266846361186,65,71
dev,D,1.0,Infinity,False,False,742,742,1.0,72,0.09703504043126684,0.09703504043126684,18,46,8,617,0.8315363881401617,-0.03773584905660377,0,0,0,0,742,0.07669915718962547,0.12063764140899545,252.08919386679403,243.88320301659405,284.5332355820574,723.6747825910485,0.741649415279797,0.821931618717496,72.0,72,72
dev,R,0.05,0.11714229392379705,False,False,742,44,0.05929919137466307,0,0.0,0.0,0,0,0,645,0.8692722371967655,0.0,0,0,0,0,44,0.0,0.08041993976357587,975.7560215439223,999.6618358997973,1251.583883716571,0.007954913920248342,8.152498055037627e-06,0.8320952703623236,4.269541778975741,1,8
dev,R,0.1,0.12736104171705365,False,False,742,80,0.1078167115902965,0,0.0,0.0,0,0,0,645,0.8692722371967655,0.0,0,0,0,0,80,0.0,0.045064035067692285,942.316350591564,995.3261400306291,1251.583883716571,33.44762586627854,0.03427839792538563,0.8333693445268707,7.762803234501348,3,13
dev,R,0.15,0.13448889633827654,False,False,742,109,0.14690026954177898,2,0.01834862385321101,0.0026954177897574125,0,2,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,109,0.002229879315667302,0.06471185561008169,913.9662845120519,989.3301834196229,1246.9393390993732,61.797691945790646,0.06333262288501854,0.8317540835008139,10.576819407008086,5,16
dev,R,0.2,0.14059583531561914,False,False,742,136,0.18328840970350405,3,0.022058823529411766,0.004043126684636119,1,2,0,644,0.8679245283018868,-0.0013477088948787063,0,0,0,0,136,0.004572368003442361,0.06311092615953275,888.2727780314129,978.1595764710537,1245.2447548151974,87.49119842642959,0.0896643046241927,0.8340807324352119,13.19676549865229,7,20
dev,R,0.25,0.14677750415404223,True,False,742,183,0.24663072776280323,4,0.02185792349726776,0.005390835579514825,2,2,0,645,0.8692722371967655,0.0,0,0,0,0,183,0.005986913246125901,0.055016714278473135,842.907243761404,962.0743408245271,1226.2425233765434,132.85673269643863,0.1361566279365291,0.837156898983177,17.757412398921833,11,25
dev,R,0.3,0.15367244904923216,True,False,742,221,0.29784366576819404,5,0.02262443438914027,0.006738544474393531,2,3,0,644,0.8679245283018868,-0.0013477088948787063,0,0,0,0,221,0.0073859649682472,0.05200526289271008,807.4655260451461,950.4204080701509,1225.0128490274562,168.29845041269638,0.1724786469609617,0.8371595435936839,21.444743935309972,14,29
dev,R,0.35,0.1590408411246479,True,False,742,249,0.33557951482479786,5,0.020080321285140562,0.006738544474393531,2,3,0,644,0.8679245283018868,-0.0013477088948787063,0,0,0,0,249,0.0065514016597248035,0.046236043242495424,780.9774698590467,938.9332340385265,1225.0128490274562,194.78650659879602,0.19962461342946666,0.8381687565163788,24.161725067385444,17,32
dev,R,0.4,0.16532099602212336,True,True,742,291,0.3921832884097035,7,0.024054982817869417,0.009433962264150943,3,4,0,644,0.8679245283018868,-0.0013477088948787063,0,0,0,0,291,0.009724817616592078,0.048932246162769255,740.0872647259026,906.8203819621431,1220.4368294820865,235.67671173194006,0.24153044938949164,0.8397267010911744,28.237196765498652,21,36
dev,R,0.45,0.1709493339600331,False,False,742,334,0.4501347708894879,10,0.029940119760479042,0.013477088948787063,4,5,1,644,0.8679245283018868,-0.0013477088948787063,0,0,0,0,334,0.014448923557583433,0.054370352030142836,698.3273913081015,867.006193488503,1218.3828452960752,277.4365851497411,0.2843275544531518,0.841317780618009,32.40970350404313,25,40
dev,R,0.5,0.17649812580475832,False,False,742,358,0.48247978436657685,11,0.030726256983240222,0.014824797843665768,4,6,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,358,0.015436226055624072,0.0543117433288304,674.7390603901474,795.0711211250299,1216.7923424188116,301.02491606769513,0.3085017722835567,0.8408688031445659,34.73854447439353,27,43
dev,R,0.55,0.18327371995228192,False,False,742,396,0.5336927223719676,14,0.03535353535353535,0.018867924528301886,5,8,1,642,0.8652291105121294,-0.004043126684636119,0,0,0,0,396,0.019460398485086995,0.058606283644849475,636.7369931282874,323.9209896839353,1205.0414505963638,339.0269833295551,0.3474477348100815,0.8409689988109104,38.42587601078167,31,46
dev,R,0.6,0.19074781808510477,False,False,742,441,0.5943396226415094,16,0.036281179138321996,0.0215633423180593,5,10,1,640,0.862533692722372,-0.006738544474393531,0,0,0,0,441,0.02087743423209961,0.058250826463316405,590.1171112571814,321.39573391299496,1176.6892091091065,385.6468652006613,0.395225561206525,0.8400498301693831,42.79245283018868,35,50
dev,R,0.65,0.1976087190417628,False,False,742,481,0.6482479784366577,19,0.0395010395010395,0.025606469002695417,7,11,1,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,481,0.023946858752660716,0.06100018615331451,550.6792287428271,288.83692004458953,1157.3450809465198,425.0847477150155,0.4356430017616879,0.8429001491613399,46.67385444743935,39,54
dev,R,0.7,0.20524083299824047,False,False,742,527,0.7102425876010782,24,0.04554079696394687,0.03234501347708895,10,13,1,642,0.8652291105121294,-0.004043126684636119,0,0,0,0,527,0.029393482596529692,0.06700565114274003,505.7535818026185,285.5067033101785,1153.1064282559569,470.01039465522405,0.4816845118236753,0.8459595557034124,51.13746630727763,44,58
dev,R,0.75,0.21248436173756335,False,False,742,555,0.7479784366576819,29,0.05225225225225225,0.03908355795148248,10,17,2,638,0.8598382749326146,-0.009433962264150943,0,0,0,0,555,0.03526980477407676,0.07418356161602949,478.49445801612785,285.00254351692286,1148.9527445564731,497.2695184417147,0.5096206976679662,0.8416073112456237,53.8544474393531,47,60
dev,R,0.8,0.22006179553703664,False,False,742,574,0.7735849056603774,31,0.05400696864111498,0.04177897574123989,10,19,2,636,0.8571428571428571,-0.012129380053908356,0,0,0,0,574,0.036986433396290215,0.0757856146988881,460.7052357603193,284.7706909889854,1145.8864892826653,515.0587406975231,0.5278517685877862,0.8395896749004207,55.698113207547166,49,62
dev,R,0.85,0.23149812757749977,False,False,742,630,0.8490566037735849,43,0.06825396825396825,0.057951482479784364,15,25,3,635,0.8557951482479784,-0.013477088948787063,0,0,0,0,630,0.04983265810824602,0.09083938393507228,406.2692863608168,284.1566853676224,1097.2151974224391,569.4946900970258,0.5836397979810342,0.8403160126327148,61.132075471698116,55,66
dev,R,0.9,0.24333991959058865,False,False,742,671,0.9043126684636119,51,0.07600596125186289,0.06873315363881402,16,32,3,629,0.8477088948787062,-0.0215633423180593,0,0,0,0,671,0.057112143962742515,0.09872539107519673,364.5179523121874,283.8057139580749,1034.6047699734222,611.246024145655,0.6264281515746893,0.8338205134345145,65.11051212938006,60,69
dev,R,0.95,0.261719957483052,False,False,742,707,0.9528301886792453,61,0.08628005657708628,0.08221024258760108,17,38,6,624,0.8409703504043127,-0.02830188679245283,0,0,0,0,707,0.066638650276902,0.1094519177416138,326.9414380780838,283.3681385740683,329.1201116084698,648.8225383797587,0.6649379911882726,0.8285136596620906,68.60377358490565,65,72
dev,R,1.0,Infinity,False,False,742,742,1.0,72,0.09703504043126684,0.09703504043126684,18,46,8,617,0.8315363881401617,-0.03773584905660377,0,0,0,0,742,0.07669915718962547,0.12063764140899545,252.08919386679403,243.88320301659405,284.5332355820574,723.6747825910485,0.741649415279797,0.821931618717496,72.0,72,72
dev,Diff,0.05,0.013679740316734912,False,False,742,47,0.06334231805929919,0,0.0,0.0,0,0,0,645,0.8692722371967655,0.0,0,0,0,0,47,0.0,0.07548573369105858,975.2118886699809,1001.054704007061,1259.904676427553,0.5520877878615701,0.0005658005431454076,0.8321160021942173,4.560646900269542,1,9
dev,Diff,0.1,0.01757404873527646,False,False,742,87,0.11725067385444744,2,0.022988505747126436,0.0026954177897574125,1,1,0,645,0.8692722371967655,0.0,0,0,0,0,87,0.0027962410384932235,0.0805858658367696,937.0150388333644,995.416180030629,1251.079225577709,38.74893762447801,0.03971138365359826,0.8335713281037712,8.442048517520215,4,14
dev,Diff,0.15,0.020360565518235507,False,False,742,117,0.15768194070080863,2,0.017094017094017096,0.0026954177897574125,1,1,0,645,0.8692722371967655,0.0,0,0,0,0,117,0.0020769105258422343,0.06038599413672895,909.1919298007958,990.283122964238,1247.026727499373,66.57204665704666,0.06822556300829258,0.8346314074462468,11.35309973045822,6,17
dev,Diff,0.2,0.023043689898662345,False,False,742,153,0.20619946091644206,5,0.032679738562091505,0.006738544474393531,1,4,0,642,0.8652291105121294,-0.004043126684636119,0,0,0,0,153,0.010694566788078274,0.07461347309519971,872.9468071418762,972.4592399758836,1247.026727499373,102.81716931596635,0.1053709419456197,0.831969244540721,14.846361185983827,9,21
dev,Diff,0.25,0.025890845497101078,False,False,742,199,0.26819407008086255,5,0.02512562814070352,0.006738544474393531,1,4,0,642,0.8652291105121294,-0.004043126684636119,0,0,0,0,199,0.008207450931323903,0.057657805822972856,828.2452386118322,955.8651614750377,1225.1024736274562,147.51873784601042,0.15118280793837433,0.833672404648367,19.3099730458221,13,26
dev,Diff,0.3,0.028190387142774664,False,False,742,241,0.3247978436657682,6,0.024896265560165973,0.008086253369272238,2,4,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,241,0.009190082857646144,0.053398276206453495,786.39985134162,936.3202223222212,1219.597597012978,189.36412511622265,0.19406755084732732,0.83661445120591,23.38544474393531,16,31
dev,Diff,0.35,0.031071249279197022,False,False,742,279,0.37601078167115903,7,0.025089605734767026,0.009433962264150943,2,4,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,279,0.010145513022514081,0.05100867481214436,750.9404256286291,920.6080888405589,1218.9589527482426,224.8235508292135,0.23040771769967766,0.8379654793979927,27.07277628032345,20,35
dev,Diff,0.4,0.033016270370298306,False,False,742,308,0.41509433962264153,7,0.022727272727272728,0.009433962264150943,2,4,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,308,0.009185243575221116,0.046264212484980506,722.9270604360341,895.4852424480387,1218.3590304993916,252.83691602180838,0.2591168787964905,0.8390328076293249,29.88679245283019,22,38
dev,Diff,0.45,0.03487732061456217,False,False,742,333,0.44878706199460916,9,0.02702702702702703,0.012129380053908356,3,5,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,333,0.012431360834336913,0.050684054124379756,697.4117616479899,872.0320204163311,1216.8856269188116,278.3522148098525,0.28526592652078564,0.8400049578347759,32.31266846361186,25,40
dev,Diff,0.5,0.037276597307819626,False,False,742,367,0.4946091644204852,11,0.02997275204359673,0.014824797843665768,4,6,1,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,367,0.015055313278555492,0.05299576612542184,664.6970194112093,738.785532303639,1206.3745080809529,311.06695704663326,0.31879323745466515,0.8412514117231257,35.61185983827493,28,43
dev,Diff,0.55,0.039738665800783224,False,False,742,404,0.5444743935309974,16,0.039603960396039604,0.0215633423180593,5,9,2,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,404,0.022803650447979263,0.0635188662683598,628.6270823577289,323.34412244408645,1202.0544634231223,347.1368941001137,0.35575907952686303,0.8399302830219828,39.2021563342318,31,47
dev,Diff,0.6,0.042528707186739734,False,False,742,446,0.601078167115903,18,0.04035874439461883,0.02425876010781671,6,10,2,641,0.8638814016172507,-0.005390835579514825,0,0,0,0,446,0.02409159308303122,0.06303583303466774,587.8226914533155,321.49408051671065,1183.5537136245598,387.941285004527,0.3975769698045292,0.8414849580164068,43.277628032345014,35,51
dev,Diff,0.65,0.045363873322016635,False,False,742,479,0.6455525606469003,23,0.04801670146137787,0.03099730458221024,8,13,2,640,0.862533692722372,-0.006738544474393531,0,0,0,0,479,0.03067849903211996,0.07117991048725443,553.719936309898,319.48693437066765,1176.7803105591065,422.0440401479447,0.4325267691066262,0.841436587243904,46.479784366576816,39,54
dev,Diff,0.7,0.048391125919059474,False,False,742,521,0.7021563342318059,28,0.053742802303262956,0.03773584905660377,10,16,2,639,0.8611859838274932,-0.008086253369272238,0,0,0,0,521,0.03600511918738013,0.07673934107343997,511.3848057274624,285.7892006939976,1154.8633816881054,464.3791707303802,0.4759134195711349,0.8417018755643585,50.55525606469003,43,58
dev,Diff,0.75,0.05150182277488857,False,False,742,558,0.7520215633423181,31,0.05555555555555555,0.04177897574123989,10,19,2,636,0.8571428571428571,-0.012129380053908356,0,0,0,0,558,0.038055745677933434,0.07793278004969685,477.5885314626373,285.19814452404245,1151.463486490972,498.1754449952053,0.510549125623238,0.8389464098725626,54.1455525606469,47,61
dev,Diff,0.8,0.05495314450268218,False,False,742,590,0.7951482479784366,33,0.05593220338983051,0.0444743935309973,10,21,2,634,0.8544474393530997,-0.014824797843665768,0,0,0,0,590,0.038810255946534644,0.07765600942554973,445.7678866840361,284.6976925824016,1135.8786807980393,529.9960897738065,0.5431601315082005,0.8374633802510205,57.25067385444744,51,63
dev,Diff,0.85,0.05899105719359188,False,False,742,627,0.8450134770889488,39,0.06220095693779904,0.05256064690026954,13,24,2,634,0.8544474393530997,-0.014824797843665768,0,0,0,0,627,0.044601185166562154,0.08405284681146544,408.6971237487684,284.2003674589788,1097.308304722439,567.0668527090742,0.5811516579732784,0.8388758014851638,60.84097035040431,55,66
dev,Diff,0.9,0.06430356667521742,False,False,742,666,0.8975741239892183,52,0.07807807807807808,0.07008086253369272,17,31,4,631,0.8504043126684636,-0.018867924528301886,0,0,0,0,666,0.05885954129308892,0.10113058501559077,369.590641095053,283.90576645710394,1027.7139744845745,606.1733353627897,0.6212294673587789,0.8363226583379375,64.62533692722371,60,69
dev,Diff,0.95,0.07184769980313588,False,False,742,700,0.9433962264150944,60,0.08571428571428572,0.08086253369272237,17,37,6,625,0.8423180592991913,-0.026954177897574125,0,0,0,0,700,0.06604474617838539,0.10895556852271346,334.99253317152284,283.47399504476573,918.2554833709434,640.7714432863198,0.6566869230122722,0.8295546163682447,67.9245283018868,64,71
dev,Diff,1.0,Infinity,False,False,742,742,1.0,72,0.09703504043126684,0.09703504043126684,18,46,8,617,0.8315363881401617,-0.03773584905660377,0,0,0,0,742,0.07669915718962547,0.12063764140899545,252.08919386679403,243.88320301659405,284.5332355820574,723.6747825910485,0.741649415279797,0.821931618717496,72.0,72,72
dev,H,0.05,0.045943813183105135,False,False,742,54,0.07277628032345014,0,0.0,0.0,0,0,0,645,0.8692722371967655,0.0,0,0,0,0,54,0.0,0.06603151424442182,967.7933648982794,999.1823535573164,1258.5395627358557,7.970611559563115,0.008168585592283834,0.8323986529861487,5.2398921832884096,2,10
dev,H,0.1,0.0484861424305195,True,False,742,87,0.11725067385444744,1,0.011494252873563218,0.0013477088948787063,0,1,0,644,0.8679245283018868,-0.0013477088948787063,0,0,0,0,87,0.00029096694808025735,0.062384320254167264,936.2277368828331,994.5244299726651,1250.9798564277091,39.53623957500939,0.040518240608278425,0.8322536159476852,8.442048517520215,4,14
dev,H,0.15,0.050250763134808224,True,False,742,111,0.1495956873315364,2,0.018018018018018018,0.0026954177897574125,1,1,0,645,0.8692722371967655,0.0,0,0,0,0,111,0.002189562826466159,0.0635733246051593,915.5683757167243,992.0961159186619,1250.9798564277091,60.19560074111826,0.061690738942460834,0.8343884605280582,10.770889487870619,5,17
dev,H,0.2,0.052216939387285145,True,False,742,157,0.21159029649595687,4,0.025477707006369428,0.005390835579514825,2,2,0,645,0.8692722371967655,0.0,0,0,0,0,157,0.006984495437187877,0.0639460933865875,868.510469728923,971.7499180613981,1230.981769949227,107.25350672891953,0.10991746909766491,0.8361813986924966,15.234501347708894,9,22
dev,H,0.25,0.05362096654722128,True,True,742,192,0.2587601078167116,6,0.03125,0.008086253369272238,2,4,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,192,0.011552862320414813,0.06677405097239729,834.4449376808332,958.3471780901107,1226.2391523265433,141.3190387770093,0.14482912075727253,0.8347839007999135,18.630727762803232,12,26
dev,H,0.3,0.05527878170826983,False,False,742,234,0.31536388140161725,6,0.02564102564102564,0.008086253369272238,2,4,0,643,0.866576819407008,-0.0026954177897574125,0,0,0,0,234,0.009466668794374359,0.05497141042068153,793.3590646017763,943.204062341887,1219.5020631629782,182.4049118560662,0.18693548466322885,0.8363493004562819,22.70619946091644,16,30
